step,RL_Agent,Mom_0,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14
2578,7020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2579,7030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2580,7020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2581,7030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2582,7040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2583,7030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2584,7020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2585,7020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2586,7030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2587,7040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2588,7050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2589,7060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2590,7070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2591,7080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2592,7090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2593,7080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2594,7070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2595,7080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2596,7070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2597,7070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2598,7080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2599,7080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2600,7090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2601,7100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2602,7110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2603,7120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2604,7130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2605,7140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2606,7130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2607,7140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2608,7150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2609,7150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2610,7160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2611,7170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2612,7180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2613,7190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2614,7200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2615,7210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2616,7220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2617,7220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2618,7230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2619,7240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2620,7250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2621,7260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2622,7250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2623,7240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2624,7250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2625,7260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2626,7250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2627,7240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2628,7250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2629,7260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2630,7250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2631,7260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2632,7260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2633,7270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2634,7280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2635,7270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2636,7260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2637,7260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2638,7270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2639,7280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2640,7270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641,7280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2642,7270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2643,7260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2644,7270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2645,7280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2646,7290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2647,7300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2648,7290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2649,7290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2650,7280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2651,7290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2652,7300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2653,7300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2654,7310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2655,7310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2656,7320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2657,7330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2658,7340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2659,7350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2660,7340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2661,7350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2662,7360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2663,7370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2664,7360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2665,7350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2666,7360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2667,7370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2668,7380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2669,7380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2670,7370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2671,7380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2672,7370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2673,7360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2674,7370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2675,7380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2676,7390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2677,7400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2678,7410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2679,7410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2680,7420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2681,7430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2682,7420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2683,7430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2684,7420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2685,7430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2686,7440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2687,7430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2688,7440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2689,7450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2690,7440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2691,7430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2692,7440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2693,7450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2694,7440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2695,7450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2696,7440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2697,7430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2698,7440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2699,7430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2700,7430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2701,7420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2702,7430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2703,7440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2704,7450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2705,7460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2706,7470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2707,7470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2708,7470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2709,7470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2710,7480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2711,7470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2712,7480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2713,7490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2714,7490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2715,7490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2716,7480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2717,7470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2718,7480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2719,7490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2720,7500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2721,7510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2722,7510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2723,7500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2724,7500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2725,7500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2726,7490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2727,7480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2728,7490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2729,7500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2730,7510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2731,7510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2732,7500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2733,7510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2734,7510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2735,7520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2736,7530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2737,7520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2738,7530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2739,7530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2740,7520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2741,7530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2742,7540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2743,7540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2744,7550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2745,7560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2746,7570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2747,7580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2748,7580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2749,7580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2750,7580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2751,7580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2752,7590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2753,7580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2754,7570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2755,7580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2756,7580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2757,7590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2758,7600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2759,7590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2760,7590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2761,7580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2762,7590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2763,7590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2764,7600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2765,7590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2766,7600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2767,7610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2768,7600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2769,7590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2770,7600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2771,7610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2772,7600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2773,7610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2774,7610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2775,7620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2776,7610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2777,7620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2778,7610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2779,7620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2780,7630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2781,7640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2782,7630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2783,7620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2784,7630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2785,7640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2786,7650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2787,7660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2788,7650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2789,7650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2790,7660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2791,7670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2792,7670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2793,7660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2794,7670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2795,7680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2796,7690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2797,7700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2798,7700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2799,7710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2800,7720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2801,7730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2802,7720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2803,7730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2804,7730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2805,7740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2806,7750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2807,7750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2808,7760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2809,7750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2810,7760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2811,7760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2812,7750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2813,7740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2814,7750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2815,7760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2816,7750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2817,7750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2818,7740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2819,7750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2820,7760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2821,7750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2822,7760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2823,7770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2824,7780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2825,7770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2826,7780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2827,7790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2828,7790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2829,7790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2830,7800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2831,7790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2832,7780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2833,7770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2834,7760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2835,7770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2836,7760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2837,7770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2838,7780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2839,7770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2840,7780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2841,7790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2842,7800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2843,7810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2844,7820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2845,7810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2846,7800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2847,7810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2848,7800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2849,7810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2850,7820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2851,7830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2852,7840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2853,7850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2854,7860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2855,7850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2856,7840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2857,7830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2858,7840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2859,7830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2860,7830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2861,7840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2862,7850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2863,7840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2864,7850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2865,7860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2866,7860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2867,7870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2868,7880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2869,7890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2870,7890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2871,7900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2872,7910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2873,7920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2874,7920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2875,7910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2876,7920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2877,7930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2878,7940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2879,7950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2880,7940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2881,7950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2882,7940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2883,7950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2884,7950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2885,7950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2886,7960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2887,7970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2888,7980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2889,7970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2890,7980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2891,7990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2892,7990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2893,7980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2894,7990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2895,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2896,7990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2897,7980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2898,7990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2899,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2900,8010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2901,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2902,7990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2903,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2904,7990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2905,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2906,8010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2907,8020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2908,8030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2909,8020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2910,8030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2911,8040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2912,8050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2913,8060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2914,8070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2915,8060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2916,8070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2917,8070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2918,8060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2919,8050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2920,8040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2921,8040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2922,8030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2923,8040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2924,8040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2925,8050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2926,8040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2927,8050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2928,8060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2929,8070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2930,8070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2931,8060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2932,8070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2933,8080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2934,8080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2935,8070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2936,8080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2937,8070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2938,8080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2939,8080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2940,8090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2941,8100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2942,8100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2943,8100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2944,8110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2945,8120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2946,8130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2947,8140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2948,8140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2949,8150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2950,8160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2951,8170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2952,8180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2953,8190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2954,8200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2955,8190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2956,8190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2957,8180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2958,8190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2959,8200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2960,8210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2961,8200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2962,8200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2963,8210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
