step,price
164,101.11
165,101.11
166,101.11
167,101.11
168,101.11
169,101.11
170,101.11
171,101.11
172,101.11
173,101.11
174,101.11
175,100.985
176,100.91499999999999
177,100.91
178,100.91
179,100.91
180,100.91
181,100.91
182,100.91
183,100.91
184,100.91
185,100.91
186,100.91
187,100.91
188,100.91
189,100.91
190,100.91
191,100.91
192,100.86
193,100.86
194,100.86
195,100.81
196,100.81
197,100.81
198,100.81
199,100.81
200,100.81
201,100.81
202,100.81
203,100.81
204,100.81
205,100.81
206,100.765
207,100.765
208,100.765
209,100.765
210,100.765
211,100.765
212,100.715
213,100.71000000000001
214,100.685
215,100.685
216,100.685
217,100.685
218,100.685
219,100.655
220,100.63499999999999
221,100.63
222,100.63
223,100.63
224,100.63
225,100.63
226,100.63
227,100.63
228,100.63
229,100.63
230,100.63
231,100.63
232,100.63
233,100.63
234,100.63
235,100.63
236,100.575
237,100.545
238,100.51
239,100.49000000000001
240,100.45
241,100.45
242,100.495
243,100.5
244,100.5
245,100.5
246,100.5
247,100.5
248,100.5
249,100.5
250,100.5
251,100.5
252,100.5
253,100.5
254,100.5
255,100.5
256,100.5
257,100.5
258,100.5
259,100.5
260,100.5
261,100.5
262,100.5
263,100.5
264,100.5
265,100.48
266,100.49000000000001
267,100.33500000000001
268,100.34
269,100.34
270,100.34
271,100.34
272,100.34
273,100.34
274,100.245
275,100.25
276,100.25
277,100.22
278,100.22
279,100.22
280,100.22
281,100.22
282,100.22
283,100.22
284,100.22
285,100.22
286,100.22
287,100.22
288,100.22
289,100.22
290,100.22
291,100.22
292,100.22
293,100.22
294,100.22
295,100.22
296,100.22
297,100.22
298,100.22
299,100.22
300,100.22
301,100.22
302,100.22
303,100.22
304,100.255
305,100.235
306,100.22
307,100.19
308,100.205
309,100.205
310,100.205
311,100.205
312,100.215
313,100.255
314,100.235
315,100.22999999999999
316,100.215
317,100.17
318,100.17
319,100.17
320,100.195
321,100.16999999999999
322,100.17
323,100.17
324,100.17
325,100.17
326,100.17
327,100.17
328,100.17
329,100.13499999999999
330,100.15
331,100.15
332,100.19
333,100.19
334,100.17
335,100.17
336,100.12
337,100.10499999999999
338,100.1
339,100.1
340,100.1
341,100.055
342,100.08500000000001
343,100.075
344,100.035
345,100.03
346,100.03
347,100.03
348,100.03
349,100.015
350,100.005
351,100.0
352,100.0
353,100.0
354,100.0
355,100.0
356,100.0
357,100.0
358,100.0
359,100.0
360,100.0
361,100.025
362,100.015
363,100.00999999999999
364,100.00999999999999
365,100.00999999999999
366,100.00999999999999
367,100.00999999999999
368,100.00999999999999
369,100.00999999999999
370,100.00999999999999
371,100.00999999999999
372,100.00999999999999
373,100.00999999999999
374,100.00999999999999
375,100.00999999999999
376,100.00999999999999
377,100.00999999999999
378,100.00999999999999
379,100.00999999999999
380,100.00999999999999
381,100.00999999999999
382,100.0
383,100.0
384,100.0
385,100.0
386,100.0
387,100.0
388,100.0
389,100.0
390,100.0
391,100.0
392,100.0
393,100.0
394,100.0
395,100.0
396,100.0
397,100.015
398,100.025
399,100.03
400,100.03
401,100.03999999999999
402,100.035
403,100.035
404,100.035
405,100.035
406,100.03999999999999
407,100.03999999999999
408,100.03999999999999
409,100.03999999999999
410,100.03999999999999
411,100.03999999999999
412,100.03999999999999
413,100.03999999999999
414,100.03999999999999
415,100.07499999999999
416,100.07
417,100.07
418,100.07
419,100.07
420,100.07
421,100.07
422,100.07
423,100.07
424,100.07
425,100.07
426,100.07
427,100.07
428,100.16
429,100.16
430,100.16
431,100.16
432,100.16
433,100.16
434,100.16
435,100.16
436,100.16
437,100.31
438,100.31
439,100.37
440,100.37
441,100.37
442,100.37
443,100.37
444,100.41499999999999
445,100.425
446,100.425
447,100.425
448,100.425
449,100.425
450,100.425
451,100.425
452,100.465
453,100.47
454,100.47
455,100.485
456,100.485
457,100.485
458,100.485
459,100.525
460,100.55000000000001
461,100.55
462,100.55
463,100.55
464,100.555
465,100.56
466,100.56
467,100.56
468,100.56
469,100.56
470,100.56
471,100.595
472,100.595
473,100.595
474,100.595
475,100.595
476,100.595
477,100.61500000000001
478,100.62
479,100.62
480,100.62
481,100.62
482,100.625
483,100.625
484,100.625
485,100.625
486,100.625
487,100.625
488,100.625
489,100.625
490,100.625
491,100.66
492,100.66
493,100.66
494,100.66
495,100.66
496,100.66
497,100.66
498,100.66
499,100.72
500,100.72
501,100.72
502,100.72
503,100.72
504,100.72
505,100.77000000000001
506,100.77
507,100.81
508,100.81
509,100.81
510,100.83000000000001
511,100.83
512,100.83
513,100.83
514,100.83
515,100.83
516,100.83
517,100.83
518,100.83
519,100.83
520,100.83
521,100.86500000000001
522,100.87
523,100.88999999999999
524,100.9
525,100.9
526,100.9
527,100.905
528,100.905
529,100.905
530,100.905
531,100.905
532,100.905
533,100.905
534,100.905
535,100.905
536,100.905
537,100.925
538,100.94999999999999
539,100.965
540,100.97
541,100.97
542,100.97
543,100.97
544,101.0
545,101.0
546,101.0
547,101.0
548,101.0
549,101.055
550,101.06
551,101.03
552,101.07
553,101.07
554,101.07
555,101.07
556,101.07
557,101.07
558,101.07
559,101.07
560,101.07
561,101.10499999999999
562,101.1
563,101.14
564,101.14
565,101.14
566,101.16499999999999
567,101.2
568,101.2
569,101.2
570,101.2
571,101.2
572,101.2
573,101.2
574,101.2
575,101.2
576,101.2
577,101.2
578,101.235
579,101.235
580,101.235
581,101.235
582,101.235
583,101.235
584,101.235
585,101.235
586,101.285
587,101.28
588,101.26
589,101.27000000000001
590,101.275
591,101.28
592,101.28
593,101.28
594,101.28
595,101.28
596,101.28
597,101.305
598,101.31
599,101.33000000000001
600,101.33
601,101.33
602,101.33
603,101.33
604,101.33
605,101.32
606,101.325
607,101.33
608,101.33
609,101.35
610,101.34
611,101.34
612,101.34
613,101.34
614,101.34
615,101.34
616,101.34
617,101.34
618,101.34
619,101.34
620,101.35499999999999
621,101.345
622,101.345
623,101.345
624,101.345
625,101.345
626,101.345
627,101.345
628,101.38
629,101.36500000000001
630,101.36
631,101.36
632,101.36
633,101.36
634,101.36
635,101.36
636,101.36
637,101.36
638,101.36
639,101.36
640,101.36
641,101.35
642,101.35
643,101.35
644,101.35
645,101.35
646,101.35
647,101.35
648,101.35
649,101.35
650,101.35
651,101.35
652,101.35
653,101.35
654,101.35
655,101.35
656,101.35
657,101.35
658,101.35
659,101.345
660,101.345
661,101.345
662,101.34
663,101.34
664,101.34
665,101.34
666,101.34
667,101.34
668,101.34
669,101.34
670,101.34
671,101.34
672,101.33
673,101.33
674,101.33
675,101.33
676,101.33
677,101.305
678,101.31
679,101.31
680,101.31
681,101.31
682,101.31
683,101.31
684,101.285
685,101.285
686,101.28
687,101.28
688,101.28
689,101.25
690,101.265
691,101.265
692,101.27000000000001
693,101.27
694,101.27
695,101.27
696,101.27
697,101.27
698,101.27
699,101.27
700,101.27
701,101.27
702,101.27
703,101.275
704,101.28
705,101.235
706,101.25
707,101.25
708,101.245
709,101.25
710,101.25
711,101.25
712,101.25
713,101.28999999999999
714,101.25
715,101.25
716,101.25
717,101.25
718,101.25
719,101.25
720,101.25
721,101.25
722,101.25
723,101.25
724,101.235
725,101.245
726,101.245
727,101.25
728,101.25
729,101.25
730,101.235
731,101.235
732,101.235
733,101.235
734,101.235
735,101.235
736,101.235
737,101.235
738,101.235
739,101.215
740,101.22
741,101.205
742,101.22
743,101.22
744,101.22
745,101.22
746,101.22
747,101.22
748,101.22
749,101.22
750,101.22
751,101.22
752,101.22
753,101.16
754,101.16
755,101.145
756,101.14
757,101.14
758,101.14
759,101.14
760,101.14
761,101.14
762,101.14
763,101.14
764,101.14
765,101.14
766,101.14
767,101.08500000000001
768,101.09
769,101.09
770,101.05
771,101.05
772,101.05
773,101.05
774,101.005
775,101.0
776,101.0
777,100.955
778,100.955
779,100.955
780,100.955
781,100.955
782,100.93
783,100.93
784,100.93
785,100.93
786,100.93
787,100.93
788,100.93
789,100.93
790,100.93
791,100.93
792,100.905
793,100.88499999999999
794,100.88
795,100.88
796,100.88
797,100.88
798,100.88
799,100.855
800,100.86
801,100.86
802,100.845
803,100.845
804,100.83500000000001
805,100.84
806,100.84
807,100.84
808,100.825
809,100.83
810,100.83
811,100.83
812,100.83
813,100.83
814,100.83
815,100.83
816,100.83
817,100.83
818,100.83
819,100.83
820,100.83
821,100.83
822,100.83
823,100.8
824,100.8
825,100.8
826,100.8
827,100.8
828,100.8
829,100.8
830,100.8
831,100.745
832,100.75
833,100.75
834,100.705
835,100.72999999999999
836,100.73
837,100.73
838,100.73
839,100.73
840,100.73
841,100.73
842,100.73
843,100.73
844,100.73
845,100.73
846,100.68
847,100.68
848,100.68
849,100.68
850,100.68
851,100.68
852,100.68
853,100.68
854,100.68
855,100.68
856,100.68
857,100.68
858,100.68
859,100.68
860,100.68
861,100.68
862,100.68
863,100.68
864,100.68
865,100.68
866,100.68
867,100.68
868,100.68
869,100.61500000000001
870,100.62
871,100.62
872,100.62
873,100.62
874,100.62
875,100.62
876,100.62
877,100.62
878,100.62
879,100.62
880,100.62
881,100.62
882,100.62
883,100.62
884,100.62
885,100.62
886,100.62
887,100.57
888,100.57
889,100.53999999999999
890,100.53999999999999
891,100.53999999999999
892,100.53999999999999
893,100.515
894,100.515
895,100.55000000000001
896,100.55
897,100.55
898,100.55
899,100.55
900,100.55
901,100.55
902,100.495
903,100.5
904,100.5
905,100.5
906,100.5
907,100.5
908,100.44
909,100.44
910,100.44
911,100.44
912,100.395
913,100.39
914,100.39
915,100.39
916,100.39
917,100.36
918,100.36
919,100.36
920,100.36
921,100.36
922,100.36
923,100.36
924,100.36
925,100.36
926,100.36
927,100.36
928,100.36
929,100.36
930,100.305
931,100.31
932,100.31
933,100.31
934,100.31
935,100.31
936,100.31
937,100.31
938,100.31
939,100.25999999999999
940,100.25999999999999
941,100.25999999999999
942,100.25999999999999
943,100.25999999999999
944,100.25999999999999
945,100.25999999999999
946,100.25999999999999
947,100.25999999999999
948,100.21000000000001
949,100.21000000000001
950,100.21000000000001
951,100.21000000000001
952,100.21000000000001
953,100.21000000000001
954,100.16
955,100.13499999999999
956,100.13
957,100.13
958,100.11000000000001
959,100.12
960,100.12
961,100.12
962,100.12
963,100.12
964,100.12
965,100.12
966,100.12
967,100.12
968,100.12
969,100.12
970,100.12
971,100.12
972,100.12
973,100.075
974,100.075
975,100.075
976,100.05000000000001
977,100.05
978,100.05
979,100.05
980,100.05
981,100.05
982,100.05
983,100.05
984,100.05
985,100.035
986,100.03
987,100.03
988,100.03
989,100.03
990,100.025
991,100.03
992,100.03999999999999
993,100.02000000000001
994,100.02
995,100.005
996,99.99000000000001
997,99.99000000000001
998,99.99000000000001
999,99.99000000000001
1000,99.99000000000001
1001,99.99000000000001
1002,99.99000000000001
1003,99.99000000000001
1004,99.99000000000001
1005,99.99000000000001
1006,99.99000000000001
1007,99.99000000000001
1008,99.99000000000001
1009,99.99000000000001
1010,99.99000000000001
1011,99.99000000000001
1012,99.99000000000001
1013,99.99000000000001
1014,99.99000000000001
1015,99.99000000000001
1016,99.99000000000001
1017,99.99000000000001
1018,99.99000000000001
1019,99.99000000000001
1020,99.99000000000001
1021,99.99000000000001
1022,99.99000000000001
1023,99.99000000000001
1024,99.975
1025,99.97
1026,99.97
1027,99.97
1028,99.97
1029,99.97
1030,99.97
1031,99.97
1032,99.97
1033,99.97
1034,99.97
1035,99.97
1036,99.97
1037,99.97
1038,99.97
1039,99.97
1040,99.97
1041,99.94999999999999
1042,99.95
1043,99.95
1044,99.95
1045,99.95
1046,99.95
1047,99.95
1048,99.95
1049,99.95
1050,99.95
1051,99.95
1052,99.95
1053,99.95
1054,99.95
1055,99.92
1056,99.92
1057,99.92
1058,99.9
1059,99.89
1060,99.88
1061,99.87
1062,99.87
1063,99.86
1064,99.86
1065,99.86
1066,99.86
1067,99.86
1068,99.86
1069,99.845
1070,99.845
1071,99.83
1072,99.83
1073,99.83
1074,99.83
1075,99.82
1076,99.81
1077,99.81
1078,99.81
1079,99.81
1080,99.81
1081,99.81
1082,99.81
1083,99.8
1084,99.78999999999999
1085,99.78999999999999
1086,99.78999999999999
1087,99.78999999999999
1088,99.77000000000001
1089,99.77
1090,99.77
1091,99.77
1092,99.77
1093,99.77
1094,99.755
1095,99.75
1096,99.755
1097,99.75
1098,99.74000000000001
1099,99.74000000000001
1100,99.74000000000001
1101,99.74000000000001
1102,99.74000000000001
1103,99.74000000000001
1104,99.74000000000001
1105,99.74000000000001
1106,99.71000000000001
1107,99.71000000000001
1108,99.71000000000001
1109,99.71000000000001
1110,99.71000000000001
1111,99.71000000000001
1112,99.71000000000001
1113,99.71000000000001
1114,99.68
1115,99.68
1116,99.68
1117,99.68
1118,99.66
1119,99.66
1120,99.66
1121,99.66
1122,99.66
1123,99.66
1124,99.66
1125,99.66
1126,99.66
1127,99.66
1128,99.63499999999999
1129,99.63
1130,99.63
1131,99.63
1132,99.63
1133,99.63
1134,99.63
1135,99.63
1136,99.63
1137,99.61000000000001
1138,99.61
1139,99.61
1140,99.61
1141,99.61
1142,99.61
1143,99.58500000000001
1144,99.59
1145,99.59
1146,99.59
1147,99.59
1148,99.59
1149,99.59
1150,99.59
1151,99.59
1152,99.59
1153,99.59
1154,99.59
1155,99.59
1156,99.59
1157,99.59
1158,99.555
1159,99.56
1160,99.56
1161,99.56
1162,99.535
1163,99.53
1164,99.50999999999999
1165,99.50999999999999
1166,99.495
1167,99.5
1168,99.5
1169,99.5
1170,99.5
1171,99.5
1172,99.5
1173,99.5
1174,99.5
1175,99.545
1176,99.545
1177,99.545
1178,99.485
1179,99.45
1180,99.45
1181,99.45
1182,99.45
1183,99.45
1184,99.425
1185,99.425
1186,99.41
1187,99.41
1188,99.41
1189,99.41
1190,99.41
1191,99.41
1192,99.41
1193,99.41
1194,99.38999999999999
1195,99.39
1196,99.39
1197,99.39
1198,99.39
1199,99.36500000000001
1200,99.37
1201,99.37
1202,99.37
1203,99.37
1204,99.37
1205,99.37
1206,99.37
1207,99.37
1208,99.345
1209,99.33500000000001
1210,99.34
1211,99.34
1212,99.34
1213,99.34
1214,99.34
1215,99.34
1216,99.34
1217,99.34
1218,99.34
1219,99.34
1220,99.34
1221,99.34
1222,99.34
1223,99.34
1224,99.34
1225,99.34
1226,99.34
1227,99.34
1228,99.34
1229,99.34
1230,99.34
1231,99.34
1232,99.34
1233,99.34
1234,99.34
1235,99.34
1236,99.34
1237,99.34
1238,99.25999999999999
1239,99.25999999999999
1240,99.25999999999999
1241,99.215
1242,99.22
1243,99.18
1244,99.18
1245,99.18
1246,99.18
1247,99.18
1248,99.18
1249,99.18
1250,99.14500000000001
1251,99.15
1252,99.15
1253,99.15
1254,99.15
1255,99.15
1256,99.12
1257,99.12
1258,99.12
1259,99.12
1260,99.12
1261,99.09
1262,99.07
1263,99.07
1264,99.07
1265,99.07
1266,99.07
1267,99.07
1268,99.07
1269,99.035
1270,99.015
1271,99.025
1272,99.03
1273,99.03
1274,99.03
1275,99.03
1276,99.03
1277,99.03
1278,99.03
1279,99.03
1280,99.0
1281,98.985
1282,98.985
1283,98.985
1284,98.985
1285,98.985
1286,98.97
1287,98.955
1288,98.955
1289,98.935
1290,98.935
1291,98.935
1292,98.91499999999999
1293,98.9
1294,98.9
1295,98.89
1296,98.89
1297,98.89
1298,98.89
1299,98.89
1300,98.875
1301,98.875
1302,98.875
1303,98.86
1304,98.85499999999999
1305,98.86500000000001
1306,98.86
1307,98.86
1308,98.87
1309,98.87
1310,98.87
1311,98.87
1312,98.83500000000001
1313,98.84
1314,98.84
1315,98.82
1316,98.82
1317,98.82
1318,98.82
1319,98.82
1320,98.82
1321,98.82
1322,98.82
1323,98.82
1324,98.82
1325,98.82
1326,98.82
1327,98.82
1328,98.82
1329,98.82
1330,98.765
1331,98.765
1332,98.765
1333,98.765
1334,98.765
1335,98.765
1336,98.765
1337,98.765
1338,98.765
1339,98.765
1340,98.765
1341,98.765
1342,98.765
1343,98.715
1344,98.74000000000001
1345,98.74000000000001
1346,98.74000000000001
1347,98.74000000000001
1348,98.74000000000001
1349,98.74000000000001
1350,98.74000000000001
1351,98.74000000000001
1352,98.74000000000001
1353,98.74000000000001
1354,98.74000000000001
1355,98.695
1356,98.69
1357,98.69
1358,98.69
1359,98.69
1360,98.69
1361,98.69
1362,98.69
1363,98.69
1364,98.69
1365,98.69
1366,98.69
1367,98.66
1368,98.66
1369,98.66
1370,98.66
1371,98.66
1372,98.66
1373,98.62
1374,98.62
1375,98.62
1376,98.62
1377,98.62
1378,98.595
1379,98.57
1380,98.55000000000001
1381,98.55
1382,98.525
1383,98.525
1384,98.53
1385,98.53
1386,98.53
1387,98.53
1388,98.53
1389,98.53
1390,98.475
1391,98.47
1392,98.47
1393,98.47
1394,98.47
1395,98.47
1396,98.47
1397,98.47
1398,98.47
1399,98.47
1400,98.47
1401,98.435
1402,98.41499999999999
1403,98.41
1404,98.41
1405,98.44
1406,98.44
1407,98.41499999999999
1408,98.41
1409,98.365
1410,98.36
1411,98.36
1412,98.32
1413,98.32
1414,98.32
1415,98.32
1416,98.32
1417,98.32
1418,98.295
1419,98.295
1420,98.295
1421,98.27000000000001
1422,98.27
1423,98.245
1424,98.25
1425,98.25
1426,98.25
1427,98.25
1428,98.25
1429,98.25
1430,98.25
1431,98.25
1432,98.25
1433,98.25
1434,98.25
1435,98.25
1436,98.25
1437,98.18
1438,98.18
1439,98.13
1440,98.13
1441,98.13
1442,98.13
1443,98.08000000000001
1444,98.08
1445,98.08
1446,98.08
1447,98.08
1448,98.08
1449,98.08
1450,97.975
1451,97.97
1452,97.905
1453,97.905
1454,97.905
1455,97.905
1456,97.83
1457,97.83
1458,97.83
1459,97.83
1460,97.83
1461,97.83
1462,97.83
1463,97.77
1464,97.77
1465,97.755
1466,97.75
1467,97.74
1468,97.74000000000001
1469,97.74000000000001
1470,97.65
1471,97.65
1472,97.65
1473,97.65
1474,97.65
1475,97.65
1476,97.65
1477,97.65
1478,97.65
1479,97.65
1480,97.65
1481,97.65
1482,97.65
1483,97.65
1484,97.43
1485,97.38499999999999
1486,97.38
1487,97.30000000000001
1488,97.27000000000001
1489,97.27
1490,97.27
1491,97.27
1492,97.27
1493,97.27
1494,97.27
1495,96.91499999999999
1496,96.91
1497,96.91
1498,96.91
1499,96.805
1500,96.81
1501,96.81
1502,96.81
1503,96.81
1504,96.55
1505,96.55
1506,96.55
1507,96.55
1508,96.55
1509,96.55
1510,96.55
1511,96.55
1512,96.55
1513,96.55
1514,96.55
1515,96.55
1516,96.55
1517,96.16
1518,96.16
1519,96.16
1520,96.16
1521,96.16
1522,95.93
1523,95.93
1524,95.93
1525,95.93
1526,95.93
1527,95.93
1528,95.93
1529,95.93
1530,95.93
1531,95.93
1532,95.93
1533,95.67
1534,95.635
1535,95.64
1536,95.64
1537,95.465
1538,95.47
1539,95.47
1540,95.47
1541,95.47
1542,95.47
1543,95.47
1544,95.47
1545,95.47
1546,95.47
1547,95.47
1548,95.47
1549,95.47
1550,95.31
1551,95.3
1552,95.3
1553,95.3
1554,95.3
1555,95.175
1556,95.17
1557,95.17
1558,95.17
1559,95.17
1560,95.17
1561,95.17
1562,95.17
1563,95.17
1564,95.17
1565,95.17
1566,95.17
1567,95.17
1568,95.0
1569,95.0
1570,95.065
1571,95.065
1572,95.065
1573,95.065
1574,95.065
1575,95.065
1576,95.065
1577,95.065
1578,95.065
1579,95.12
1580,95.12
1581,95.12
1582,95.12
1583,95.12
1584,95.12
1585,95.12
1586,95.12
1587,95.115
1588,95.115
1589,95.115
1590,95.13
1591,95.11
1592,95.11
1593,95.11500000000001
1594,95.11
1595,95.11
1596,95.11
1597,95.11
1598,95.11
1599,95.11
1600,95.13
1601,95.125
1602,95.09
1603,95.1
1604,95.105
1605,95.11
1606,95.11
1607,95.11
1608,95.11
1609,95.11
1610,95.11
1611,95.11
1612,95.045
1613,95.045
1614,95.045
1615,95.045
1616,95.045
1617,95.045
1618,95.045
1619,95.045
1620,95.045
1621,95.045
1622,95.045
1623,95.045
1624,95.045
1625,95.045
1626,95.045
1627,95.045
1628,95.045
1629,95.045
1630,95.045
1631,95.045
1632,95.045
1633,95.045
1634,95.045
1635,95.045
1636,95.045
1637,95.045
1638,95.045
1639,95.0
1640,94.98
1641,94.98
1642,94.98
1643,94.98
1644,94.98
1645,94.98
1646,94.98
1647,94.98
1648,94.98
1649,94.98
1650,94.98
1651,94.98
1652,94.98
1653,94.98
1654,94.96000000000001
1655,94.97
1656,94.97
1657,94.97
1658,94.965
1659,94.97
1660,94.945
1661,94.94
1662,94.94
1663,94.94
1664,94.91999999999999
1665,94.905
1666,94.89500000000001
1667,94.9
1668,94.9
1669,94.925
1670,94.925
1671,94.925
1672,94.925
1673,94.925
1674,94.925
1675,94.925
1676,94.925
1677,94.925
1678,94.88499999999999
1679,94.88
1680,94.92500000000001
1681,94.925
1682,94.925
1683,94.925
1684,94.9
1685,94.9
1686,94.88
1687,94.88
1688,94.88
1689,94.88
1690,94.88
1691,94.85499999999999
1692,94.85
1693,94.85
1694,94.85
1695,94.85
1696,94.85
1697,94.85
1698,94.85
1699,94.85
1700,94.85
1701,94.85
1702,94.85
1703,94.85
1704,94.85
1705,94.89
1706,94.89
1707,94.92
1708,94.95
1709,94.95
1710,94.95
1711,94.95
1712,94.945
1713,94.945
1714,94.94
1715,94.96000000000001
1716,94.97
1717,94.97
1718,94.97
1719,94.97
1720,94.97
1721,94.97
1722,94.97
1723,94.97
1724,94.97
1725,94.97
1726,94.97
1727,94.97
1728,95.015
1729,95.00999999999999
1730,95.00999999999999
1731,95.00999999999999
1732,95.025
1733,95.035
1734,95.03
1735,95.03
1736,95.03
1737,95.005
1738,95.015
1739,95.015
1740,95.015
1741,95.045
1742,95.045
1743,95.045
1744,95.045
1745,95.045
1746,95.045
1747,95.065
1748,95.12
1749,95.08500000000001
1750,95.09
1751,95.09
1752,95.12
1753,95.12
1754,95.12
1755,95.12
1756,95.12
1757,95.12
1758,95.12
1759,95.13999999999999
1760,95.14
1761,95.14
1762,95.13
1763,95.13
1764,95.13
1765,95.13
1766,95.13
1767,95.13
1768,95.16499999999999
1769,95.16
1770,95.25
1771,95.25
1772,95.25
1773,95.25
1774,95.25
1775,95.25
1776,95.25
1777,95.25
1778,95.25
1779,95.265
1780,95.30000000000001
1781,95.3
1782,95.3
1783,95.3
1784,95.3
1785,95.3
1786,95.3
1787,95.3
1788,95.3
1789,95.3
1790,95.3
1791,95.3
1792,95.3
1793,95.3
1794,95.3
1795,95.3
1796,95.3
1797,95.3
1798,95.3
1799,95.32499999999999
1800,95.34
1801,95.33000000000001
1802,95.33500000000001
1803,95.34
1804,95.34
1805,95.325
1806,95.33500000000001
1807,95.345
1808,95.325
1809,95.33
1810,95.33
1811,95.33
1812,95.33
1813,95.33
1814,95.33
1815,95.33
1816,95.345
1817,95.345
1818,95.345
1819,95.345
1820,95.345
1821,95.345
1822,95.345
1823,95.345
1824,95.345
1825,95.35499999999999
1826,95.36
1827,95.36
1828,95.36
1829,95.36
1830,95.36
1831,95.38
1832,95.4
1833,95.405
1834,95.405
1835,95.435
1836,95.435
1837,95.435
1838,95.435
1839,95.435
1840,95.435
1841,95.435
1842,95.455
1843,95.455
1844,95.455
1845,95.455
1846,95.455
1847,95.455
1848,95.455
1849,95.475
1850,95.47
1851,95.47
1852,95.50999999999999
1853,95.50999999999999
1854,95.50999999999999
1855,95.50999999999999
1856,95.535
1857,95.525
1858,95.53
1859,95.53
1860,95.555
1861,95.575
1862,95.575
1863,95.575
1864,95.6
1865,95.61500000000001
1866,95.62
1867,95.62
1868,95.62
1869,95.62
1870,95.62
1871,95.62
1872,95.62
1873,95.62
1874,95.62
1875,95.62
1876,95.62
1877,95.62
1878,95.62
1879,95.62
1880,95.71000000000001
1881,95.71000000000001
1882,95.71000000000001
1883,95.71000000000001
1884,95.71000000000001
1885,95.71000000000001
1886,95.71000000000001
1887,95.71000000000001
1888,95.71000000000001
1889,95.71000000000001
1890,95.71000000000001
1891,95.71000000000001
1892,95.71000000000001
1893,95.71000000000001
1894,95.71000000000001
1895,95.71000000000001
1896,95.71000000000001
1897,95.71000000000001
1898,95.71000000000001
1899,95.71000000000001
1900,95.71000000000001
1901,95.71000000000001
1902,95.73
1903,95.73
1904,95.73
1905,95.73
1906,95.815
1907,95.815
1908,95.815
1909,95.815
1910,95.83000000000001
1911,95.83
1912,95.83
1913,95.83
1914,95.83
1915,95.88
1916,95.88
1917,95.88
1918,95.88
1919,95.88
1920,95.88
1921,95.88
1922,95.88
1923,95.88
1924,95.88
1925,95.88
1926,95.97
1927,95.97
1928,95.97
1929,95.97
1930,95.97
1931,95.97
1932,95.97
1933,95.97
1934,95.97
1935,95.97
1936,95.97
1937,95.97
1938,95.97
1939,95.97
1940,95.97
1941,95.97
1942,95.97
1943,95.97
1944,95.97
1945,96.075
1946,96.075
1947,96.14
1948,96.17500000000001
1949,96.16
1950,96.16
1951,96.16
1952,96.195
1953,96.19
1954,96.21000000000001
1955,96.21000000000001
1956,96.21000000000001
1957,96.21000000000001
1958,96.21000000000001
1959,96.21000000000001
1960,96.21000000000001
1961,96.21000000000001
1962,96.21000000000001
1963,96.21000000000001
1964,96.21000000000001
1965,96.21000000000001
1966,96.21000000000001
1967,96.21000000000001
1968,96.24
1969,96.24000000000001
1970,96.24000000000001
1971,96.28999999999999
1972,96.28999999999999
1973,96.28999999999999
1974,96.28999999999999
1975,96.28999999999999
1976,96.28999999999999
1977,96.28999999999999
1978,96.32499999999999
1979,96.33
1980,96.33
1981,96.33
1982,96.33
1983,96.37
1984,96.37
1985,96.37
1986,96.37
1987,96.37
1988,96.37
1989,96.37
1990,96.435
1991,96.435
1992,96.435
1993,96.435
1994,96.435
